open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1753997280000,3745.0,3746.4,3745.0,3745.6,355.0295,1753997339999,1329807.114002,1215,79.4277,297510.251714,0
1753997340000,3745.6,3750.0,3745.6,3749.49,743.1854,1753997399999,2785395.194798,2167,279.3599,1047069.308547,0
1753997400000,3749.49,3749.87,3747.48,3749.47,154.1672,1753997459999,577941.43498,1448,91.445,342795.809659,0
1753997460000,3749.47,3754.58,3749.47,3753.16,337.4693,1753997519999,1266299.565855,2452,270.9072,1016441.532478,0
1753997520000,3753.16,3756.46,3752.75,3756.1,747.798,1753997579999,2807673.413092,2494,473.2173,1776746.010908,0
1753997580000,3756.1,3758.56,3753.0,3753.0,321.9868,1753997639999,1209588.47157,2475,166.6802,626247.01628,0
1753997640000,3753.01,3753.71,3751.14,3751.62,146.072,1753997699999,548060.26585,1179,119.2418,447392.156866,0
1753997700000,3751.63,3751.63,3749.09,3749.2,246.1298,1753997759999,923156.99295,919,67.6476,253764.266843,0
1753997760000,3749.21,3749.21,3746.03,3746.04,124.5679,1753997819999,466815.991048,1251,58.8804,220654.507904,0
1753997820000,3746.03,3749.37,3746.03,3748.51,330.8343,1753997879999,1239597.229084,1276,286.9524,1075117.040515,0
1753997880000,3748.51,3749.13,3747.52,3747.57,109.3603,1753997939999,409880.927811,873,93.8001,351553.498851,0
1753997940000,3747.57,3747.58,3746.1,3746.11,38.7661,1753997999999,145252.867537,522,8.5227,31931.824016,0
1753998000000,3746.1,3746.36,3744.5,3744.51,90.4558,1753998059999,338820.002202,856,44.2828,165875.264485,0
1753998060000,3744.51,3745.14,3741.3,3745.14,470.4055,1753998119999,1761006.193793,1949,258.7572,968758.44439,0
1753998120000,3745.14,3745.28,3745.13,3745.28,51.1964,1753998179999,191739.837012,218,50.0139,187311.093625,0
1753998180000,3745.27,3745.28,3744.28,3744.28,207.338,1753998239999,776491.712915,487,58.3135,218379.482287,0
1753998240000,3744.28,3744.76,3744.16,3744.75,89.1988,1753998299999,334014.100167,497,86.5852,324227.594679,0
1753998300000,3744.75,3747.82,3744.75,3747.82,229.4255,1753998359999,859482.024281,1199,218.2892,817757.05475,0
1753998360000,3747.81,3747.82,3745.52,3746.28,76.3969,1753998419999,286250.14488,1176,36.0741,135156.328887,0
1753998420000,3746.27,3746.27,3745.0,3745.01,163.3521,1753998479999,611909.467737,289,3.5614,13339.976459,0
1753998480000,3745.0,3745.28,3743.43,3743.5,40.3405,1753998539999,151065.007695,491,18.82,70481.226125,0
1753998540000,3743.51,3743.51,3737.24,3737.59,263.0831,1753998599999,983972.283822,1757,31.3889,117389.197885,0
1753998600000,3737.59,3737.59,3733.0,3733.63,303.9151,1753998659999,1135157.828831,1760,80.2775,299773.407353,0
1753998660000,3733.63,3733.63,3732.91,3732.91,113.709,1753998719999,424515.817058,441,60.7216,226696.433136,0
1753998720000,3732.92,3732.92,3722.86,3722.86,546.539,1753998779999,2036489.311228,4121,107.0545,398976.68692,0
1753998780000,3722.86,3728.0,3710.0,3728.0,2458.3318,1753998839999,9134400.551331,12534,723.1917,2688425.049073,0
1753998840000,3728.0,3731.19,3725.03,3727.33,325.3334,1753998899999,1212863.969353,3483,161.5631,602243.542314,0
1753998900000,3727.34,3727.34,3720.16,3720.94,180.5212,1753998959999,671978.664021,2485,63.919,237859.401359,0
1753998960000,3720.94,3723.0,3711.97,3718.92,1113.5798,1753999019999,4140241.918049,8180,397.591,1477979.537232,0
1753999020000,3718.93,3719.47,3714.97,3719.46,458.3521,1753999079999,1703741.96795,2103,238.3205,885907.708096,0
1753999080000,3719.46,3731.07,3718.32,3731.06,503.4571,1753999139999,1875032.82154,5486,313.7021,1168144.786655,0
1753999140000,3731.07,3733.77,3729.42,3731.26,497.727,1753999199999,1857073.271621,3673,225.0556,839742.838192,0
1753999200000,3731.25,3731.25,3714.3,3714.3,799.4537,1753999259999,2975249.866874,6286,220.3983,820350.850521,0
1753999260000,3714.31,3723.23,3714.3,3720.79,379.209,1753999319999,1410772.413208,6127,231.5982,861596.015583,0
1753999320000,3720.78,3724.35,3717.97,3718.4,397.7255,1753999379999,1480182.615021,5346,220.9924,822422.868724,0
1753999380000,3718.4,3724.72,3718.39,3723.31,208.3519,1753999439999,775519.883287,2744,97.1931,361737.244035,0
1753999440000,3723.31,3725.63,3719.21,3722.64,536.8157,1753999499999,1998240.432511,3324,369.3477,1374813.062331,0
1753999500000,3722.65,3723.02,3717.27,3721.55,375.0462,1753999559999,1395398.142531,3076,148.2728,551552.183392,0
1753999560000,3721.55,3722.27,3713.14,3715.87,318.8942,1753999619999,1185098.097785,3619,131.7356,489596.950624,0
1753999620000,3715.86,3717.65,3712.78,3717.63,201.5114,1753999679999,748586.392727,2607,98.5759,366163.651747,0
1753999680000,3717.64,3718.93,3713.52,3713.88,337.2657,1753999739999,1253348.285385,2850,117.6124,437166.817188,0
1753999740000,3713.88,3717.85,3712.79,3715.59,480.8699,1753999799999,1786774.514444,2218,351.3787,1305663.485263,0
1753999800000,3715.53,3717.75,3714.18,3717.74,255.3658,1753999859999,948912.615775,1993,177.2762,658764.145527,0
1753999860000,3717.74,3717.75,3711.16,3714.24,289.3632,1753999919999,1074565.882031,2798,95.5658,354914.802304,0
1753999920000,3714.24,3719.65,3714.24,3718.76,251.3204,1753999979999,934378.564026,2584,144.9753,538970.493053,0
1753999980000,3718.77,3718.78,3716.09,3716.53,154.6275,1754000039999,574837.861074,2267,57.7485,214678.277838,0
1754000040000,3716.53,3720.42,3716.5,3720.19,174.2213,1754000099999,647818.468275,1938,128.8104,478944.01006,0
1754000100000,3720.18,3723.61,3717.71,3719.56,402.6128,1754000159999,1498057.9154,2723,109.7717,408510.739085,0
1754000160000,3719.56,3727.77,3719.56,3725.43,254.6075,1754000219999,948469.4044,3116,147.5867,549726.364604,0
1754000220000,3725.44,3725.99,3722.26,3722.75,337.4226,1754000279999,1256783.93507,1974,180.5973,672621.281339,0
1754000280000,3722.76,3724.27,3718.76,3722.05,496.5619,1754000339999,1848117.619928,3075,134.1567,499236.538649,0
1754000340000,3722.05,3723.6,3717.41,3717.58,473.0539,1754000399999,1760313.252395,2651,274.3167,1020816.219627,0
1754000400000,3717.58,3724.36,3717.58,3722.55,346.6312,1754000459999,1289770.272226,3138,208.4223,775597.226838,0
1754000460000,3722.54,3722.54,3719.98,3722.37,124.3215,1754000519999,462631.844788,1768,66.7259,248310.661783,0
1754000520000,3722.37,3722.42,3719.51,3720.42,109.0822,1754000579999,405925.80093,1828,30.1845,112323.488444,0
1754000580000,3720.41,3720.55,3714.74,3715.05,442.6478,1754000639999,1645407.331438,2175,124.8234,463968.54646,0
1754000640000,3715.05,3718.17,3712.12,3712.12,286.9223,1754000699999,1066132.451376,2176,109.0122,405085.224202,0
1754000700000,3712.12,3716.9,3711.7,3715.42,227.4504,1754000759999,844928.073828,1737,118.5923,440506.529351,0
1754000760000,3715.42,3715.57,3711.51,3711.51,205.297,1754000819999,762434.861677,1667,36.0774,133996.67006,0
1754000820000,3711.5,3713.72,3710.0,3712.12,274.3663,1754000879999,1018227.496419,2207,114.9746,426729.00808,0
1754000880000,3712.12,3718.7,3712.12,3718.59,460.9356,1754000939999,1712922.426173,1764,354.1794,1316144.534919,0
1754000940000,3718.58,3720.42,3717.96,3720.31,131.8881,1754000999999,490587.052049,865,80.685,300124.952532,0
1754001000000,3720.32,3721.33,3713.4,3714.83,171.8043,1754001059999,638488.429487,2209,58.6104,217764.957626,0
1754001060000,3714.84,3714.84,3711.42,3712.59,171.6609,1754001119999,637325.458108,1823,69.9735,259779.83892,0
1754001120000,3712.6,3716.16,3712.01,3713.74,373.0626,1754001179999,1385669.160127,2469,163.3021,606540.493545,0
1754001180000,3713.73,3718.7,3713.73,3718.7,212.5423,1754001239999,789608.17927,1358,195.484,726225.764816,0
1754001240000,3718.7,3719.07,3714.5,3715.58,174.6001,1754001299999,648999.670146,1745,84.3031,313368.824505,0
1754001300000,3715.58,3716.09,3712.0,3715.2,197.5852,1754001359999,733850.658594,1874,121.7864,452337.060469,0
1754001360000,3715.19,3715.2,3710.0,3710.01,234.4262,1754001419999,870029.301339,1866,66.9753,248586.757711,0
1754001420000,3710.02,3713.72,3710.01,3711.0,198.5392,1754001479999,736932.298823,1541,68.8719,255637.647959,0
1754001480000,3711.0,3711.34,3707.5,3707.53,664.8269,1754001539999,2466247.141778,2332,71.098,263777.444739,0
1754001540000,3707.52,3708.81,3704.92,3708.8,1836.814,1754001599999,6807040.964197,3417,882.8307,3271332.060399,0
1754001600000,3708.8,3710.38,3703.39,3706.96,682.6428,1754001659999,2530252.213549,3197,131.3918,487144.32531,0
1754001660000,3706.95,3706.95,3702.36,3703.32,646.4343,1754001719999,2394425.271971,3043,248.9808,922165.06863,0
1754001720000,3703.33,3711.0,3702.38,3711.0,346.6369,1754001779999,1284692.291152,1904,213.1526,790051.77254,0
1754001780000,3711.0,3712.0,3708.73,3709.18,254.7482,1754001839999,945233.424886,1992,108.3808,402170.781968,0
1754001840000,3709.19,3710.54,3707.99,3709.43,614.6684,1754001899999,2279809.770846,1922,253.675,940871.541761,0
1754001900000,3709.42,3709.96,3706.8,3706.81,203.7581,1754001959999,755715.185272,1735,67.6582,250956.480379,0
1754001960000,3706.81,3707.55,3705.56,3705.97,286.3718,1754002019999,1061514.567741,1732,183.7231,681013.475169,0
1754002020000,3705.97,3706.0,3703.01,3703.01,690.1627,1754002079999,2557154.987123,1852,257.4156,953750.595236,0
1754002080000,3703.01,3704.5,3702.72,3702.87,169.5688,1754002139999,627989.701858,1303,89.5069,331510.763077,0
1754002140000,3702.88,3705.47,3702.64,3705.47,249.26,1754002199999,923166.528812,666,75.7185,280435.514735,0
1754002200000,3705.47,3710.34,3705.47,3709.22,456.9556,1754002259999,1694394.22331,2794,287.166,1064776.403282,0
1754002260000,3709.22,3709.93,3707.63,3708.74,186.26,1754002319999,690826.659964,1493,75.5141,280099.852617,0
1754002320000,3708.73,3708.73,3706.65,3706.65,86.1155,1754002379999,319280.185949,1090,48.1565,178536.665721,0
1754002380000,3706.65,3714.09,3706.65,3714.09,129.3725,1754002439999,480009.755854,1676,97.8088,362916.415459,0
1754002440000,3714.08,3716.11,3711.33,3711.44,139.2926,1754002499999,517400.221622,2199,58.153,216010.46403,0
1754002500000,3711.44,3713.35,3709.85,3711.05,180.4692,1754002559999,669726.948575,2266,112.5573,417687.860513,0
1754002560000,3711.04,3711.49,3708.86,3711.49,189.8172,1754002619999,704157.937903,1702,78.8092,292335.057749,0
1754002620000,3711.49,3712.18,3709.84,3711.12,125.9048,1754002679999,467287.216169,1415,83.4598,309756.934426,0
1754002680000,3711.13,3716.61,3711.12,3715.94,297.1109,1754002739999,1103583.859285,2065,240.6636,893966.197965,0
1754002740000,3715.94,3715.94,3709.33,3709.33,448.7599,1754002799999,1665668.898511,2507,189.4484,702957.699947,0
1754002800000,3709.34,3715.86,3708.19,3715.34,513.032,1754002859999,1904250.106842,3407,302.3339,1121848.391153,0
1754002860000,3715.34,3716.1,3712.2,3715.34,560.2917,1754002919999,2080615.460001,2707,383.3623,1423481.238018,0
1754002920000,3715.35,3721.25,3715.16,3721.25,466.7804,1754002979999,1735604.15022,2195,413.1385,1536235.320952,0
1754002980000,3721.25,3723.53,3720.25,3723.53,373.5164,1754003039999,1389988.94433,2419,227.291,845845.986337,0
1754003040000,3723.54,3724.22,3718.02,3718.03,303.2846,1754003099999,1129026.099033,2481,75.7619,281989.463212,0
1754003100000,3718.03,3721.01,3717.04,3720.85,639.2368,1754003159999,2377482.526248,2109,364.2003,1354595.157799,0
1754003160000,3720.85,3721.43,3716.5,3720.11,1317.3364,1754003219999,4898463.671636,2123,76.8984,285965.837547,0
1754003220000,3720.11,3724.96,3720.11,3724.96,139.353,1754003279999,518838.231703,1353,100.1671,372935.389878,0
1754003280000,3724.96,3725.18,3720.76,3722.28,190.5096,1754003339999,709292.711695,1884,89.9237,334800.679554,0
1754003340000,3722.29,3723.36,3716.7,3716.71,217.9161,1754003399999,810889.938633,2560,64.496,240025.908419,0
1754003400000,3716.7,3721.26,3716.69,3721.26,156.5889,1754003459999,582396.215685,1443,123.1704,458098.766839,0
1754003460000,3721.26,3724.35,3721.25,3722.45,140.996,1754003519999,524903.217879,1608,79.0062,294090.25991,0
1754003520000,3722.45,3725.0,3722.31,3724.99,106.4534,1754003579999,396482.937298,1175,69.3867,258430.605392,0
1754003580000,3724.98,3729.62,3724.32,3727.56,352.5018,1754003639999,1313975.988193,2702,209.5667,781080.007565,0
1754003640000,3727.55,3727.56,3724.33,3726.97,280.5625,1754003699999,1045432.56357,1404,180.9626,674300.462352,0
1754003700000,3726.97,3726.97,3722.67,3723.67,179.7044,1754003759999,669314.216811,1558,88.4846,329555.067041,0
1754003760000,3723.67,3724.67,3720.0,3720.01,142.5447,1754003819999,530612.107977,1651,28.5893,106421.328514,0
1754003820000,3720.01,3724.72,3720.01,3722.66,126.9,1754003879999,472426.134397,1610,87.4758,325655.468637,0
1754003880000,3722.66,3722.66,3717.98,3717.98,120.347,1754003939999,447763.407339,1228,50.3038,187144.853711,0
1754003940000,3717.97,3718.27,3715.0,3716.63,159.7647,1754003999999,593829.591275,1699,54.4091,202214.548032,0
1754004000000,3716.63,3721.53,3716.63,3717.96,233.4075,1754004059999,868032.500687,2316,143.6657,534259.999732,0
1754004060000,3717.96,3722.3,3717.96,3721.52,83.7452,1754004119999,311575.324612,1292,58.2258,216604.517848,0
1754004120000,3721.53,3721.53,3718.3,3719.76,326.9604,1754004179999,1216418.094355,1895,154.8819,576175.583873,0
1754004180000,3719.77,3723.49,3719.77,3720.66,364.0505,1754004239999,1355006.505299,1928,222.5947,828500.764778,0
1754004240000,3720.65,3720.65,3716.9,3717.16,80.8275,1754004299999,300556.52697,1375,23.6745,88018.307303,0
1754004300000,3717.16,3718.4,3715.59,3718.35,101.6042,1754004359999,377652.957849,1481,52.3603,194613.099688,0
1754004360000,3718.34,3718.4,3713.5,3714.23,337.5513,1754004419999,1254077.592581,1394,84.4496,313725.127385,0
1754004420000,3714.24,3716.0,3713.5,3714.34,82.955,1754004479999,308152.019751,1554,28.0627,104239.290078,0
1754004480000,3714.31,3716.5,3713.35,3713.36,131.9557,1754004539999,490190.427477,1297,45.3159,168329.498175,0
1754004540000,3713.36,3713.36,3708.51,3708.86,150.7155,1754004599999,559230.151097,1873,35.2148,130665.559534,0
1754004600000,3708.86,3709.48,3706.51,3707.02,212.3091,1754004659999,787279.633966,1879,97.8944,362997.065255,0
1754004660000,3707.03,3707.91,3700.53,3706.51,1940.2188,1754004719999,7185722.299301,3635,287.0141,1063628.154983,0
1754004720000,3706.51,3707.85,3693.27,3693.72,4173.0898,1754004779999,15435587.021518,12767,684.0795,2530031.990094,0
1754004780000,3693.71,3701.11,3689.0,3698.0,2238.0098,1754004839999,8265985.56247,9245,904.5318,3341062.29999,0
1754004840000,3697.99,3703.34,3697.06,3699.63,571.0617,1754004899999,2113189.388158,4481,220.076,814386.178379,0
1754004900000,3699.63,3701.94,3698.0,3699.26,370.9091,1754004959999,1372436.468422,3149,178.4331,660216.032722,0
1754004960000,3699.26,3700.5,3697.69,3699.78,223.387,1754005019999,826308.549421,2475,115.4238,426940.277584,0
1754005020000,3699.78,3700.95,3694.0,3694.07,255.1624,1754005079999,943724.53724,2552,81.3198,300771.02165,0
1754005080000,3694.07,3697.22,3692.0,3695.55,444.7301,1754005139999,1642721.560165,2715,161.4662,596384.831334,0
1754005140000,3695.55,3700.75,3695.55,3696.08,225.1832,1754005199999,832819.241428,2093,100.6531,372278.037981,0
1754005200000,3696.09,3697.02,3689.32,3689.41,763.9062,1754005259999,2821212.108214,4645,361.7388,1336207.044803,0
1754005260000,3689.41,3690.15,3684.33,3687.06,1617.2487,1754005319999,5962662.558741,5982,417.7632,1540193.509948,0
1754005320000,3687.05,3691.47,3687.05,3689.29,762.9217,1754005379999,2814888.50887,3431,459.334,1694679.692449,0
1754005380000,3689.29,3698.0,3689.29,3697.99,541.2146,1754005439999,1999139.260552,3357,289.1735,1068338.041924,0
1754005440000,3697.99,3699.25,3695.09,3695.84,433.7937,1754005499999,1603814.705059,1866,157.779,583406.544699,0
1754005500000,3695.84,3701.0,3695.76,3700.99,726.5018,1754005559999,2686570.567624,2489,316.6102,1170832.144969,0
1754005560000,3700.99,3700.99,3689.89,3691.99,342.3556,1754005619999,1265041.793136,2673,81.5591,301206.568361,0
1754005620000,3691.99,3695.59,3691.99,3694.95,267.7207,1754005679999,988884.820184,1970,110.4059,407784.950783,0
1754005680000,3694.95,3700.0,3694.95,3699.47,218.1195,1754005739999,806440.090198,1796,134.3971,496887.74544,0
1754005740000,3699.46,3699.97,3697.54,3699.95,165.4162,1754005799999,611819.475161,1654,118.7285,439139.878498,0
1754005800000,3699.96,3700.5,3695.76,3696.28,361.4143,1754005859999,1336761.958558,1747,149.0236,551270.125142,0
1754005860000,3696.29,3699.0,3693.85,3693.86,108.706,1754005919999,401925.13192,1831,63.3961,234420.386763,0
1754005920000,3693.86,3694.32,3688.67,3692.43,422.4111,1754005979999,1559505.37996,2936,179.6254,663230.633831,0
1754005980000,3692.43,3698.84,3691.0,3698.32,272.2554,1754006039999,1006161.996165,1751,150.653,556844.586825,0
1754006040000,3698.35,3698.35,3694.21,3695.39,207.2797,1754006099999,766120.342466,1345,56.8166,210007.121173,0
1754006100000,3695.39,3698.71,3694.28,3698.71,221.4687,1754006159999,818670.952398,1642,190.2216,703187.492662,0
1754006160000,3698.72,3701.98,3697.89,3700.71,220.6698,1754006219999,816656.752489,1955,143.7279,531910.11096,0
1754006220000,3700.72,3701.61,3698.04,3699.09,333.4472,1754006279999,1233860.148639,1360,80.6697,298461.153215,0
1754006280000,3699.09,3700.29,3694.5,3694.51,108.6554,1754006339999,401778.857977,1416,41.1882,152338.934823,0
1754006340000,3694.51,3699.01,3694.5,3698.39,1785.8513,1754006399999,6604842.114183,1419,592.8904,2192388.360537,0
1754006400000,3698.39,3698.89,3695.93,3695.93,506.0173,1754006459999,1871118.641184,1583,105.9242,391638.718004,0
1754006460000,3695.92,3696.64,3691.36,3691.37,607.0351,1754006519999,2242318.604381,2242,175.9395,650077.876879,0
1754006520000,3691.37,3696.65,3691.0,3696.65,998.6841,1754006579999,3688189.196025,2703,597.5665,2206933.057654,0
1754006580000,3696.65,3696.65,3694.52,3694.86,374.1364,1754006639999,1382645.21778,2082,111.256,411153.797984,0
1754006640000,3694.86,3695.93,3690.02,3690.02,222.2093,1754006699999,820406.466019,2639,73.4056,271016.000025,0
1754006700000,3690.02,3693.5,3690.02,3692.59,332.1581,1754006759999,1226426.35746,3371,142.1645,524890.128949,0
1754006760000,3692.58,3694.04,3692.07,3693.56,184.2093,1754006819999,680322.728728,2610,62.8864,232241.229006,0
1754006820000,3693.56,3695.0,3692.6,3693.98,282.1717,1754006879999,1042380.682663,2436,104.2995,385271.913473,0
1754006880000,3693.98,3694.21,3690.51,3693.17,284.8301,1754006939999,1051751.549966,2781,89.2082,329382.124243,0
1754006940000,3693.17,3694.44,3685.59,3685.59,821.3524,1754006999999,3031186.464615,3808,274.7744,1014334.050442,0
1754007000000,3685.6,3688.0,3681.36,3683.57,1200.6359,1754007059999,4423806.430669,6716,425.6548,1568626.817993,0
1754007060000,3683.57,3683.94,3676.66,3676.75,3019.8533,1754007119999,11112573.645476,8934,530.9588,1953791.763562,0
1754007120000,3676.75,3677.68,3663.0,3664.89,4187.5651,1754007179999,15365386.180042,18605,1158.0604,4248433.817771,0
1754007180000,3664.88,3665.92,3658.62,3660.37,1750.7121,1754007239999,6411570.444137,12349,612.1757,2242143.972806,0
1754007240000,3660.37,3663.21,3658.62,3658.96,942.6714,1754007299999,3450975.840591,6948,367.7575,1346172.14154,0
1754007300000,3658.97,3664.69,3658.18,3661.53,991.2577,1754007359999,3629049.456616,8659,364.4947,1334414.082288,0
1754007360000,3661.52,3667.15,3660.0,3666.92,962.8854,1754007419999,3527205.331103,5235,448.7969,1643953.916643,0
1754007420000,3666.93,3675.0,3666.93,3674.17,1131.7793,1754007479999,4155977.631549,5647,532.4546,1955145.494912,0
1754007480000,3674.16,3682.77,3673.59,3682.76,868.9121,1754007539999,3196199.666047,5542,622.567,2289630.758486,0
1754007540000,3682.77,3692.95,3681.13,3691.81,1135.5236,1754007599999,4187724.039547,6970,862.1104,3179633.824069,0
1754007600000,3691.82,3696.0,3690.9,3692.26,944.3558,1754007659999,3487812.264986,5567,591.2252,2183734.899969,0
1754007660000,3692.26,3699.05,3689.46,3699.01,844.9662,1754007719999,3121745.945981,5103,543.4063,2007923.716234,0
1754007720000,3699.02,3699.28,3696.57,3696.57,915.0146,1754007779999,3383775.129668,2709,468.7372,1733309.41699,0
1754007780000,3696.57,3699.01,3692.6,3692.63,743.9015,1754007839999,2749625.604082,4183,390.2638,1442635.935577,0
1754007840000,3692.62,3699.2,3692.11,3697.37,722.7837,1754007899999,2672209.141764,4590,373.2493,1379996.944279,0
1754007900000,3697.37,3697.38,3689.78,3692.58,315.4885,1754007959999,1165301.656369,3533,139.6733,515912.296613,0
1754007960000,3692.58,3694.2,3690.54,3690.93,233.4092,1754008019999,861708.287734,2838,69.7265,257431.651497,0
1754008020000,3690.92,3690.92,3685.99,3686.68,411.5003,1754008079999,1517549.936929,3395,119.5981,441024.410334,0
1754008080000,3686.68,3690.33,3684.69,3690.29,324.2139,1754008139999,1195496.586403,2874,102.4719,377917.805964,0
1754008140000,3690.3,3695.32,3690.29,3690.52,367.4661,1754008199999,1356631.328974,2843,93.7638,346222.987768,0
1754008200000,3690.51,3692.21,3689.01,3691.86,302.0359,1754008259999,1114679.320786,3573,159.4203,588329.683337,0
1754008260000,3691.85,3692.25,3687.39,3688.01,336.4262,1754008319999,1241044.467575,4191,105.7083,389956.96369,0
1754008320000,3688.01,3689.41,3683.33,3684.84,320.4486,1754008379999,1181148.705239,3424,122.7403,452428.206282,0
1754008380000,3684.85,3687.05,3676.16,3677.51,567.9261,1754008439999,2090604.326016,5456,167.3643,616188.450802,0
1754008440000,3677.51,3679.12,3675.97,3676.61,580.5604,1754008499999,2134864.952735,5155,216.5726,796380.3296,0
1754008500000,3676.61,3677.65,3674.19,3676.3,338.0919,1754008559999,1242778.229151,4259,108.2447,397897.580366,0
1754008560000,3676.31,3681.5,3676.0,3679.81,325.5882,1754008619999,1197880.39853,4190,212.3093,781119.103343,0
1754008620000,3679.81,3685.25,3679.36,3685.25,424.769,1754008679999,1564123.359012,4508,156.3382,575682.536127,0
1754008680000,3685.25,3686.3,3683.21,3684.23,163.753,1754008739999,603390.310914,2622,93.5753,344805.367,0
1754008740000,3684.23,3689.3,3684.23,3689.3,760.2619,1754008799999,2801973.830639,2569,703.5861,2593123.032847,0
1754008800000,3689.31,3689.78,3685.48,3687.46,179.3739,1754008859999,661434.382968,3406,63.2403,233207.505614,0
1754008860000,3687.46,3689.1,3679.38,3679.38,789.7685,1754008919999,2912074.301013,3858,258.2997,952358.048833,0
1754008920000,3679.38,3684.06,3678.25,3680.43,284.9165,1754008979999,1049069.329681,4098,158.594,583979.722071,0
1754008980000,3680.43,3681.03,3669.89,3670.11,639.9024,1754009039999,2351344.48667,5869,140.6518,516652.180551,0
1754009040000,3670.11,3672.0,3669.25,3669.26,780.5304,1754009099999,2865025.612863,4376,221.869,814377.663513,0
1754009100000,3669.25,3671.19,3665.63,3665.73,938.2578,1754009159999,3442300.135943,4332,117.9327,432681.775913,0
1754009160000,3665.73,3665.73,3655.01,3657.6,2254.0289,1754009219999,8248945.608038,12696,756.6673,2769706.052519,0
1754009220000,3657.61,3660.0,3656.19,3657.16,585.9028,1754009279999,2143113.059605,5032,199.6101,730164.526743,0
1754009280000,3657.15,3658.39,3653.5,3656.54,1009.7493,1754009339999,3691770.242921,4966,322.3412,1178639.620167,0
1754009340000,3656.54,3660.56,3653.22,3653.23,870.1328,1754009399999,3182154.58816,4861,471.7026,1725167.764503,0
1754009400000,3653.22,3653.22,3635.0,3637.0,6994.2659,1754009459999,25494930.729808,24399,1649.8182,6008923.112047,0
1754009460000,3637.0,3638.62,3616.66,3625.85,5692.6394,1754009519999,20647919.18908,24801,1851.046,6716569.775462,0
1754009520000,3625.86,3631.96,3621.11,3626.86,2732.3935,1754009579999,9907700.850829,16797,1281.9682,4648700.474665,0
